Timestamp,Average Viewers,Live Views,New Followers,Chatters,Chat Messages,Clips Created,Clip Views,Reactions Hype,Reactions Funny,Reactions Love,Reactions Whaaat?,Reactions Oh No!
12:38 PM,0,0,0,0,0,0,0,0,0,0,0,0
12:39 PM,0,0,0,0,0,0,0,0,0,0,0,0
12:40 PM,0,0,0,0,0,0,0,0,0,0,0,0
12:41 PM,0,0,0,0,0,0,0,0,0,0,0,0
12:42 PM,0,0,0,0,0,0,0,0,0,0,0,0
12:43 PM,0,0,0,0,0,0,0,0,0,0,0,0
12:44 PM,0,0,0,0,0,0,0,0,0,0,0,0
12:45 PM,0,0,0,0,0,0,0,0,0,0,0,0
12:46 PM,0,0,0,0,0,0,0,0,0,0,0,0
12:47 PM,0,0,0,0,0,0,0,0,0,0,0,0
12:48 PM,0,0,0,0,0,0,0,0,0,0,0,0
12:49 PM,0,0,0,0,0,0,0,0,0,0,0,0
12:50 PM,0,0,0,0,0,0,0,0,0,0,0,0
12:51 PM,0,0,0,0,0,0,0,0,0,0,0,0
12:52 PM,0,0,0,0,0,0,0,0,0,0,0,0
12:53 PM,0,0,0,0,0,0,0,0,0,0,0,0
12:54 PM,0,0,0,0,0,0,0,0,0,0,0,0
12:55 PM,0,0,0,0,0,0,0,0,0,0,0,0
12:56 PM,0,0,0,0,0,0,0,0,0,0,0,0
12:57 PM,0,0,0,0,0,0,0,0,0,0,0,0
12:58 PM,0,0,0,0,0,0,0,0,0,0,0,0
12:59 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:00 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:01 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:02 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:03 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:04 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:05 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:06 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:07 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:08 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:09 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:10 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:11 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:12 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:13 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:14 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:15 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:16 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:17 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:18 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:19 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:20 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:21 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:22 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:23 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:24 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:25 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:26 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:27 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:28 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:29 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:30 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:31 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:32 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:33 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:34 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:35 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:36 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:37 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:38 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:39 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:40 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:41 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:42 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:43 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:44 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:45 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:46 PM,0,0,0,0,0,0,0,0,0,0,0,0
1:47 PM,1,1,0,0,0,0,0,0,0,0,0,0
1:48 PM,1,0,0,0,0,0,0,0,0,0,0,0
1:49 PM,1,0,0,0,0,0,0,0,0,0,0,0
1:50 PM,1,0,0,0,0,0,0,0,0,0,0,0
1:51 PM,1,0,0,0,0,0,0,0,0,0,0,0
1:52 PM,1,0,0,0,0,0,0,0,0,0,0,0
1:53 PM,1,0,0,0,0,0,0,0,0,0,0,0
1:54 PM,1,0,0,0,0,0,0,0,0,0,0,0
1:55 PM,1,0,0,0,0,0,0,0,0,0,0,0
1:56 PM,1,0,0,0,0,0,0,0,0,0,0,0
1:57 PM,1,0,0,0,0,0,0,0,0,0,0,0
1:58 PM,1,0,0,0,0,0,0,0,0,0,0,0
1:59 PM,1,0,0,0,0,0,0,0,0,0,0,0
2:00 PM,1,0,0,0,0,0,0,0,0,0,0,0
2:01 PM,1,0,0,0,0,0,0,0,0,0,0,0
2:02 PM,1,0,0,0,0,0,0,0,0,0,0,0
2:03 PM,1,0,0,0,0,0,0,0,0,0,0,0
2:04 PM,1,0,0,0,0,0,0,0,0,0,0,0
2:05 PM,1,0,0,0,0,0,0,0,0,0,0,0
2:06 PM,1,0,0,0,0,0,0,0,0,0,0,0
2:07 PM,1,0,0,0,0,0,0,0,0,0,0,0
2:08 PM,1,0,0,0,0,0,0,0,0,0,0,0
2:09 PM,1,0,0,0,0,0,0,0,0,0,0,0
2:10 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:11 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:12 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:13 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:14 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:15 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:16 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:17 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:18 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:19 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:20 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:21 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:22 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:23 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:24 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:25 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:26 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:27 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:28 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:29 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:30 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:31 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:32 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:33 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:34 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:35 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:36 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:37 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:38 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:39 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:40 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:41 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:42 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:43 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:44 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:45 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:46 PM,1,1,0,1,1,0,0,0,0,0,0,0
2:47 PM,1,1,0,0,0,0,0,0,0,0,0,0
2:48 PM,1,0,0,0,0,0,0,0,0,0,0,0
2:49 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:50 PM,1,2,0,1,2,0,0,0,0,0,0,0
2:51 PM,1,0,0,0,0,0,0,0,0,0,0,0
2:52 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:53 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:54 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:55 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:56 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:57 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:58 PM,0,0,0,0,0,0,0,0,0,0,0,0
2:59 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:00 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:01 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:02 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:03 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:04 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:05 PM,1,0,0,0,0,0,0,0,0,0,0,0
3:06 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:07 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:08 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:09 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:10 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:11 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:12 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:13 PM,1,1,0,1,1,0,0,0,0,0,0,0
3:14 PM,1,0,0,0,0,0,0,0,0,0,0,0
3:15 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:16 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:17 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:18 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:19 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:20 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:21 PM,1,0,0,0,0,0,0,0,0,0,0,0
3:22 PM,1,0,0,0,0,0,0,0,0,0,0,0
3:23 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:24 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:25 PM,0,1,0,0,0,0,0,0,0,0,0,0
3:26 PM,1,0,0,0,0,0,0,0,0,0,0,0
3:27 PM,1,0,0,0,0,0,0,0,0,0,0,0
3:28 PM,1,0,0,0,0,0,0,0,0,0,0,0
3:29 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:30 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:31 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:32 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:33 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:34 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:35 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:36 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:37 PM,1,0,0,0,0,0,0,0,0,0,0,0
3:38 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:39 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:40 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:41 PM,1,0,0,0,0,0,0,0,0,0,0,0
3:42 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:43 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:44 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:45 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:46 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:47 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:48 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:49 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:50 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:51 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:52 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:53 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:54 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:55 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:56 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:57 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:58 PM,0,0,0,0,0,0,0,0,0,0,0,0
3:59 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:00 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:01 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:02 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:03 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:04 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:05 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:06 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:07 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:08 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:09 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:10 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:11 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:12 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:13 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:14 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:15 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:16 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:17 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:18 PM,1,0,0,0,0,0,0,0,0,0,0,0
4:19 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:20 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:21 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:22 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:23 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:24 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:25 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:26 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:27 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:28 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:29 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:30 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:31 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:32 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:33 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:34 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:35 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:36 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:37 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:38 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:39 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:40 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:41 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:42 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:43 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:44 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:45 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:46 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:47 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:48 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:49 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:50 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:51 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:52 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:53 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:54 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:55 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:56 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:57 PM,0,0,0,0,0,0,0,0,0,0,0,0
4:58 PM,0,0,0,0,0,0,0,0,0,0,0,0
